id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
455141,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Street,Social Seekers
455145,Male,Nha Trang,2018,4.0,Trung Nguyên,Other 2,Refuse,Highlands Coffee,26.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,3,Major Chains,Quality-First Consumers
455166,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),50.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Street,Routine Consumers
455180,Female,Đà Nẵng,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),38.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,3,Street,Quality-First Consumers
455197,Female,Nha Trang,2018,3.0,Highlands Coffee,Highlands Coffee,Milano,Highlands Coffee,29.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
455225,Male,Đà Nẵng,2018,3.0,Long Cafe,Other 1,Refuse,Long Cafe,51.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455232,Male,Hồ Chí Minh,2018,3.0,Starbucks,Milano,Refuse,Milano,40.0,40 - 60,40 - 44,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Consumers
455259,Female,Nha Trang,2018,5.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,16.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455274,Female,Hồ Chí Minh,2018,3.0,The Coffee House,The Coffee House,Street / Half street coffee (including carts),The Coffee House,21.0,20 - 29,20 - 24,None,Refuse,0.0,Housewife,Non-working,2,Major Chains,Experience Enthusiasts
455319,Female,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
455320,Female,Hà Nội,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Aha Cafe,38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
455330,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,The Coffee House,Highlands Coffee,27.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Broker/ Service provider with no employee,Self Employed,3,Major Chains,Quality-First Consumers
455337,Female,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,49.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Major Chains,Routine Consumers
455348,Male,Nha Trang,2018,2.0,Street / Half street coffee (including carts),Other 1,Refuse,Other 1,60.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Retirement,Non-working,0,Other,Routine Consumers
455349,Female,Nha Trang,2018,3.0,Milano,Milano,Refuse,Highlands Coffee,22.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455353,Male,Nha Trang,2018,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),32.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Seekers
455408,Male,Hồ Chí Minh,2018,1.0,Milano,Milano,Refuse,Milano,51.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
455410,Female,Nha Trang,2018,3.0,Milano,Milano,Street / Half street coffee (including carts),Milano,41.0,40 - 60,40 - 44,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
455418,Female,Hồ Chí Minh,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),21.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Street,Social Seekers
455439,Male,Hà Nội,2018,3.0,Milano,Milano,Refuse,Milano,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
455442,Female,Nha Trang,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,24.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Other,Experience Enthusiasts
455443,Male,Hà Nội,2018,4.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455444,Male,Nha Trang,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),54.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Retirement,Non-working,0,Street,Routine Consumers
455461,Male,Nha Trang,2018,6.0,Milano,Milano,Street / Half street coffee (including carts),Milano,34.0,30 - 39,30 - 34,9 - 14.9, 12  - 14.99  ,13499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Consumers
455491,Male,Hồ Chí Minh,2018,4.0,The Coffee House,The Coffee House,Refuse,The Coffee House,23.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455496,Female,Hồ Chí Minh,2018,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),43.0,40 - 60,40 - 44,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
455530,Female,Nha Trang,2018,4.0,Other 1,Other 2,Refuse,Other 2,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
455537,Male,Nha Trang,2018,3.0,Highlands Coffee,Milano,Refuse,Highlands Coffee,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Major Chains,Social Seekers
455548,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,51.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455550,Female,Hồ Chí Minh,2018,4.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,53.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,0,Major Chains,Routine Consumers
455573,Male,Hà Nội,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Aha Cafe,48.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455582,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,53.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455587,Female,Hà Nội,2018,4.0,Urban Station,Urban Station,Trung Nguyên,Urban Station,31.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Other,Quality-First Consumers
455604,Female,Hà Nội,2018,3.0,The Coffee House,The Coffee House,Cộng Cà Phê,The Coffee House,20.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455623,Female,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,56.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Consumers
455691,Male,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Milano,49.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455712,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,28.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455716,Female,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,29.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455719,Female,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455720,Male,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,60.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455740,Male,Hà Nội,2018,4.0,Other 1,Other 1,Refuse,Other 1,50.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Other,Routine Consumers
455770,Male,Hà Nội,2018,2.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,28.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
455806,Male,Hà Nội,2018,3.0,Other 1,Other 1,Cộng Cà Phê,Cộng Cà Phê,18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
455807,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455808,Male,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
455809,Male,Hà Nội,2018,4.0,Street / Half street coffee (including carts),Aha Cafe,Street / Half street coffee (including carts),Aha Cafe,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455814,Female,Hồ Chí Minh,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,54.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Consumers
455815,Female,Hồ Chí Minh,2018,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,32.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
455816,Male,Hồ Chí Minh,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),The Coffee House,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
455825,Female,Đà Nẵng,2018,7.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
455840,Female,Hồ Chí Minh,2018,4.0,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,Highlands Coffee,35.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Broker/ Service provider with no employee,Self Employed,1,Major Chains,Social Seekers
455898,Male,Hà Nội,2018,2.0,Other 1,Other 2,Other 1,Other 2,23.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
455911,Male,Nha Trang,2018,3.0,Other 1,Street / Half street coffee (including carts),Milano,Other 1,34.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Military / Police,Office Worker,1,Other,Social Seekers
455927,Female,Đà Nẵng,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),43.0,40 - 60,40 - 44,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Consumers
455968,Male,Nha Trang,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Other 1,Other 1,55.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
455993,Male,Nha Trang,2018,4.0,Milano,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Street,Social Seekers
456027,Male,Nha Trang,2018,3.0,Other 1,Milano,Other 1,Milano,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Civil servant - Staff level,Office Worker,1,Other,Social Seekers
456044,Male,Nha Trang,2018,2.0,Other 1,Other 1,Other 2,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,1,Other,Social Seekers
456053,Male,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,35.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
456067,Male,Nha Trang,2018,3.0,Other 1,Other 1,Refuse,Other 1,23.0,20 - 29,20 - 24,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Consumers
456072,Female,Đà Nẵng,2018,5.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),26.0,20 - 29,25 - 29,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,2,Street,Experience Enthusiasts
456103,Male,Nha Trang,2018,6.0,Other 1,Street / Half street coffee (including carts),Other 3,Other 2,37.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
456138,Male,Đà Nẵng,2018,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,46.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Major Chains,Routine Consumers
456149,Female,Hà Nội,2018,2.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,45.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Lecturer / Teacher,Professional,0,Other,Routine Consumers
456150,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,47.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Other,Routine Consumers
456151,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Aha Cafe,Highlands Coffee,27.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,2,Major Chains,Experience Enthusiasts
456157,Female,Hồ Chí Minh,2018,3.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Phúc Long,18.0,16 - 19,16 - 19,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
456167,Male,Hồ Chí Minh,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Highlands Coffee,32.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Major Chains,Quality-First Consumers
456175,Male,Hà Nội,2018,3.0,Cộng Cà Phê,Cộng Cà Phê,Other 1,Cộng Cà Phê,21.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
456180,Female,Nha Trang,2018,4.0,Other 1,Other 1,Refuse,Other 1,49.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Other,Routine Consumers
456232,Male,Hồ Chí Minh,2018,2.0,Trung Nguyên,Milano,Refuse,Milano,38.0,30 - 39,35 - 39,9 - 14.9, 12  - 14.99  ,13499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,3,Other,Quality-First Consumers
456256,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,38.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Major Chains,Social Seekers
456257,Female,Đà Nẵng,2018,4.0,Trung Nguyên,Other 3,Refuse,Other 1,59.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Retirement,Non-working,0,Other,Routine Consumers
456260,Female,Hồ Chí Minh,2018,5.0,Trung Nguyên,Other 1,Street / Half street coffee (including carts),Trung Nguyên,35.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
456309,Male,Nha Trang,2018,3.0,Street / Half street coffee (including carts),Other 1,Street / Half street coffee (including carts),Other 1,48.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
456313,Male,Đà Nẵng,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Highlands Coffee,16.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
456381,Female,Đà Nẵng,2018,3.0,Other 1,Other 1,Refuse,Other 1,49.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Other,Routine Consumers
456387,Male,Nha Trang,2018,3.0,Milano,Other 1,Street / Half street coffee (including carts),Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Seekers
456394,Male,Đà Nẵng,2018,2.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
456399,Male,Nha Trang,2018,4.0,Other 1,Milano,Street / Half street coffee (including carts),Milano,24.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
456444,Male,Nha Trang,2018,4.0,Milano,Milano,Street / Half street coffee (including carts),Milano,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
456501,Male,Hồ Chí Minh,2018,3.0,Highlands Coffee,Street / Half street coffee (including carts),Refuse,Highlands Coffee,20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
456512,Male,Hồ Chí Minh,2018,2.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Street,Experience Enthusiasts
456518,Male,Nha Trang,2018,3.0,Other 1,Other 1,Milano,Other 1,25.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
456524,Male,Hồ Chí Minh,2018,3.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),46.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Street,Routine Consumers
456538,Male,Hồ Chí Minh,2018,5.0,Phúc Long,Phúc Long,Refuse,Phúc Long,26.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
456547,Male,Hồ Chí Minh,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),30.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Seekers
456548,Male,Hồ Chí Minh,2018,3.0,Other 1,Other 1,Refuse,Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
