id,city,year,needstates,day_daypart,needstate_group,matched_attribute
810710,Hồ Chí Minh,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
810710,Hồ Chí Minh,2019,Socializing with colleagues,9h - 11h,Socializing,Colleague meeting place
810710,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Good food
810710,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Varied menu
810710,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810710,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
810710,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
810710,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
810710,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
810710,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
810710,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
810710,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
810710,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
810710,Hồ Chí Minh,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
810710,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
810710,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
810710,Hồ Chí Minh,2019,Working / Business meeting,Overall,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Socializing with friends,9h - 11h,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810710,Hồ Chí Minh,2019,Working / Business meeting,Weekdays,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Socializing with colleagues,14h - 17h,Socializing,Colleague meeting place
810710,Hồ Chí Minh,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810710,Hồ Chí Minh,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
810710,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
810710,Hồ Chí Minh,2019,Working / Business meeting,14h - 17h,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810710,Hồ Chí Minh,2019,Working / Business meeting,11h - 14h,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Working / Business meeting,Weekends,Working & business meeting,Business meeting place
810710,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810710,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Relaxing place
810710,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Comfortable environment
810710,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Good music
810710,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Sense of belonging
810724,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810724,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810724,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810724,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810724,Hà Nội,2019,Drinking tea,21h+,Drinking beverages,Good tea
810724,Hà Nội,2019,Drinking coffee,21h+,Drinking beverages,Good coffee
810724,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810724,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810724,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810724,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810724,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810724,Hà Nội,2019,Drinking tea,17h - 21h,Drinking beverages,Good tea
810724,Hà Nội,2019,Socializing with friends,21h+,Socializing,Friends hangout place
810724,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810724,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810727,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810727,Hà Nội,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810727,Hà Nội,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810727,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810727,Hà Nội,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
810727,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810727,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810727,Hà Nội,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810727,Hà Nội,2019,Socializing with family / relatives,14h - 17h,Socializing,Family-friendly place
810727,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810727,Hà Nội,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810727,Hà Nội,2019,Drinking coffee,14h - 17h,Drinking beverages,Good coffee
810727,Hà Nội,2019,Drinking ice-blended,14h - 17h,Drinking beverages,Good ice-blended drinks
810727,Hà Nội,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
810727,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810727,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810727,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810727,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810727,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810727,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810728,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages,Good other beverages
810728,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810728,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
810728,Hồ Chí Minh,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810728,Hồ Chí Minh,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810728,Hồ Chí Minh,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810728,Hồ Chí Minh,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810728,Hồ Chí Minh,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810728,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",11h - 14h,Drinking beverages,Good other beverages
810728,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810728,Hồ Chí Minh,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810728,Hồ Chí Minh,2019,Socializing with friends,14h - 17h,Socializing,Friends hangout place
810728,Hồ Chí Minh,2019,Entertainment,11h - 14h,Relaxing & entertainment,Fast internet
810728,Hồ Chí Minh,2019,Entertainment,11h - 14h,Relaxing & entertainment,Good music
810728,Hồ Chí Minh,2019,Drinking ice-blended,14h - 17h,Drinking beverages,Good ice-blended drinks
810728,Hồ Chí Minh,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810728,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",14h - 17h,Drinking beverages,Good other beverages
810732,Hà Nội,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
810732,Hà Nội,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
810732,Hà Nội,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
810732,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810732,Hà Nội,2019,Drinking coffee,9h - 11h,Drinking beverages,Good coffee
810732,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810732,Hà Nội,2019,Socializing with friends,9h - 11h,Socializing,Friends hangout place
810732,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810732,Hà Nội,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
810732,Hà Nội,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
810732,Hà Nội,2019,Socializing with colleagues,17h - 21h,Socializing,Colleague meeting place
810732,Hà Nội,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
810732,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810732,Hà Nội,2019,Socializing with family / relatives,9h - 11h,Socializing,Family-friendly place
810732,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810732,Hà Nội,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
810732,Hà Nội,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
810732,Hà Nội,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
810732,Hà Nội,2019,Socializing with colleagues,9h - 11h,Socializing,Colleague meeting place
810732,Hà Nội,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
810732,Hà Nội,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
810732,Hà Nội,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
810732,Hà Nội,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
810732,Hà Nội,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
810732,Hà Nội,2019,Drinking ice-blended,9h - 11h,Drinking beverages,Good ice-blended drinks
810738,Hà Nội,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
810738,Hà Nội,2019,Drinking tea,Weekends,Drinking beverages,Good tea
810738,Hà Nội,2019,Socializing with friends,21h+,Socializing,Friends hangout place
810738,Hà Nội,2019,Have snack / pastry,21h+,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,21h+,Meals & Snack,Varied menu
810738,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,11h - 14h,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
810738,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,Weekdays,Meals & Snack,Varied menu
810738,Hà Nội,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
810738,Hà Nội,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
810738,Hà Nội,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
810738,Hà Nội,2019,Drinking tea,Overall,Drinking beverages,Good tea
810738,Hà Nội,2019,Entertainment,21h+,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,21h+,Relaxing & entertainment,Good music
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
810738,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
810738,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
810738,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810738,Hà Nội,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
810738,Hà Nội,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",21h+,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",11h - 14h,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
810738,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
810738,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
810738,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,Weekends,Meals & Snack,Varied menu
810738,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
810738,Hà Nội,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Relaxing place
810738,Hà Nội,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Comfortable environment
810738,Hà Nội,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Sense of belonging
810738,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
810738,Hà Nội,2019,Socializing with friends,Overall,Socializing,Friends hangout place
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Have snack / pastry,11h - 14h,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,11h - 14h,Meals & Snack,Varied menu
810738,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,Overall,Meals & Snack,Varied menu
810738,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
810738,Hà Nội,2019,Entertainment,Overall,Relaxing & entertainment,Good music
810738,Hà Nội,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages,Good other beverages
810738,Hà Nội,2019,Have snack / pastry,17h - 21h,Meals & Snack,Good food
810738,Hà Nội,2019,Have snack / pastry,17h - 21h,Meals & Snack,Varied menu
810743,Hà Nội,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
810743,Hà Nội,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
810743,Hà Nội,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
