ID,Year,City,Awareness,Attribute,BrandImage
816112,2019,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
116190,2017,Cần Thơ,Other Branded Cafe Chain,Good music,Other Branded Cafe Chain
410254,2018,Cần Thơ,Street / Half street coffee (including carts),Nice environment design,Street / Half street coffee (including carts)
362979,2018,Cần Thơ,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
101930,2017,Hồ Chí Minh,Starbucks,Friendly staff,Starbucks
829239,2019,Hải Phòng,Highlands Coffee,Quick speed of service,Highlands Coffee
433256,2018,Hồ Chí Minh,The Coffee House,Comfortable and relaxing environment,The Coffee House
842154,2019,Hồ Chí Minh,Trung Nguyên,Quick speed of service,Trung Nguyên
827732,2019,Hà Nội,The Coffee House,Clean,The Coffee House
448298,2018,Hà Nội,Urban Station,Clean,Urban Station
450808,2018,Hà Nội,Highlands Coffee,Good place for socializing with friends,Highlands Coffee
782486,2019,Hải Phòng,Other,Good coffee taste,Other
734310,2019,Hà Nội,Highlands Coffee,Good place for studying,Highlands Coffee
351108,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
410051,2018,Nha Trang,Other 2,Good place for relaxing,Other 2
829872,2019,Hồ Chí Minh,Đen Đá,"Good other beverages (other than coffee, tea & ice-blended)",Đen Đá
442574,2018,Hồ Chí Minh,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
94741,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
758827,2019,Hồ Chí Minh,Phúc Long,Good place for socializing with friends,Phúc Long
460364,2018,Đà Nẵng,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
103115,2017,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
124743,2017,Hồ Chí Minh,Indepedent Cafe,Delicious food,Indepedent Cafe
741655,2019,Hà Nội,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
367863,2018,Hồ Chí Minh,Milano,Good place for socializing with friends,Milano
826337,2019,Hà Nội,Phúc Long,Comfortable and relaxing environment,Phúc Long
451852,2018,Hà Nội,Other 1,Comfortable and relaxing environment,Other 1
813152,2019,Hà Nội,Passio,Convenient location,Passio
117712,2017,Hồ Chí Minh,Indepedent Cafe,High speed of internet,Indepedent Cafe
798003,2019,Hà Nội,Street,Comfortable and relaxing environment,Street
386148,2018,Đà Nẵng,Other 1,Good music,Other 1
460219,2018,Hà Nội,Highlands Coffee,Trusted brand,Highlands Coffee
124557,2017,Hồ Chí Minh,Saigon Café,Nice environment design,Saigon Café
740084,2019,Hà Nội,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
454386,2018,Nha Trang,Trung Nguyên,Good coffee taste,Trung Nguyên
444670,2018,Hà Nội,Other 1,Good value for money,Other 1
138861,2017,Cần Thơ,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
135503,2017,Đà Nẵng,Indepedent Cafe,Good place for socializing,Indepedent Cafe
110395,2017,Hồ Chí Minh,Trung Nguyên,Diversified menu,Trung Nguyên
826606,2019,Hải Phòng,Highlands Coffee,Have new product regularly,Highlands Coffee
405138,2018,Hồ Chí Minh,Highlands Coffee,Recommended by others,Highlands Coffee
830595,2019,Hà Nội,Aha Cafe,Good place for relaxing,Aha Cafe
444696,2018,Đà Nẵng,Other 1,Good tea taste,Other 1
457275,2018,Nha Trang,Milano,Good music,Milano
137866,2017,Hồ Chí Minh,Trung Nguyên,Trusted brand,Trung Nguyên
827323,2019,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
383126,2018,Cần Thơ,Other 1,Good tea taste,Other 1
126826,2017,Hà Nội,Cộng Cà Phê,Recommended by others,Cộng Cà Phê
780513,2019,Đà Nẵng,Other,Clean,Other
794735,2019,Hồ Chí Minh,Phúc Long,Good ice-blended taste,Phúc Long
411548,2018,Nha Trang,Trung Nguyên,Good tea taste,Trung Nguyên
440987,2018,Hồ Chí Minh,Thức Coffee,Clean,Thức Coffee
825654,2019,Hà Nội,Phúc Long,Convenient location,Phúc Long
373375,2018,Đà Nẵng,BonPas,Trusted brand,BonPas
446505,2018,Hà Nội,Aha Cafe,Good place for working / business meeting,Aha Cafe
392043,2018,Hải Phòng,Other 2,Good coffee taste,Other 2
826610,2019,Hồ Chí Minh,Other,Nice environment design,Other
137860,2017,Đà Nẵng,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
458887,2018,Nha Trang,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
451912,2018,Hà Nội,Passio,Have new product regularly,Passio
458909,2018,Nha Trang,Trung Nguyên,High speed of internet,Trung Nguyên
826607,2019,Hồ Chí Minh,Milano,Good place for socializing with family,Milano
411992,2018,Cần Thơ,Other 1,Quick speed of service,Other 1
132948,2017,Hồ Chí Minh,Trung Nguyên,Good place for working / studying,Trung Nguyên
399411,2018,Hồ Chí Minh,Trung Nguyên,Friendly staff,Trung Nguyên
816008,2019,Hà Nội,Aha Cafe,Good ice-blended taste,Aha Cafe
108655,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Friendly staff,Coffee Bean & Tea Leaf
454333,2018,Hồ Chí Minh,Passio,Clean,Passio
370459,2018,Hồ Chí Minh,Thức Coffee,Good place for relaxing,Thức Coffee
790971,2019,Hải Phòng,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
418691,2018,Cần Thơ,Other 1,Convenient location,Other 1
137958,2017,Hồ Chí Minh,Trung Nguyên,Good tea taste,Trung Nguyên
803182,2019,Cần Thơ,Other,Good ice-blended taste,Other
451235,2018,Đà Nẵng,Other 1,Friendly staff,Other 1
392307,2018,Hải Phòng,Highlands Coffee,Good coffee taste,Highlands Coffee
828322,2019,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
803915,2019,Hà Nội,The Coffee House,Clean,The Coffee House
134983,2017,Hải Phòng,Highlands Coffee,Clean,Highlands Coffee
444458,2018,Hà Nội,Aha Cafe,Good place for socializing with colleagues,Aha Cafe
123549,2017,Đà Nẵng,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
747978,2019,Đà Nẵng,Street,Good place for studying,Street
131559,2017,Hồ Chí Minh,Indepedent Cafe,Good place for socializing,Indepedent Cafe
104729,2017,Hà Nội,Starbucks,"Good other beverages (other than coffee, tea & ice-blended)",Starbucks
134487,2017,Hà Nội,Cộng Cà Phê,High speed of internet,Cộng Cà Phê
438987,2018,Hà Nội,Runam cafe,Good place for relaxing,Runam cafe
786374,2019,Hà Nội,Other,Clean,Other
449897,2018,Nha Trang,Other 3,Good place for studying,Other 3
826630,2019,Hải Phòng,Other,Good place for working / business meeting,Other
441926,2018,Hải Phòng,Trung Nguyên,Trusted brand,Trung Nguyên
134333,2017,Hải Phòng,Highlands Coffee,Recommended by others,Highlands Coffee
770076,2019,Hà Nội,Starbucks,Friendly staff,Starbucks
824948,2019,Hồ Chí Minh,Highlands Coffee,Good place for socializing with friends,Highlands Coffee
861736,2019,Nha Trang,Trung Nguyên,Clean,Trung Nguyên
98116,2017,Cần Thơ,Indepedent Cafe,Feel I belong here,Indepedent Cafe
140494,2017,Hà Nội,The Coffee House,Comfortable and relaxing environment,The Coffee House
120068,2017,Hải Phòng,Indepedent Cafe,Good music,Indepedent Cafe
428757,2018,Hải Phòng,Other 1,Trusted brand,Other 1
456394,2018,Đà Nẵng,The Coffee House,Good place for relaxing,The Coffee House
135470,2017,Cần Thơ,Other Branded Cafe Chain,Good place for socializing,Other Branded Cafe Chain
809758,2019,Hà Nội,Other,Good tea taste,Other
140337,2017,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
405573,2018,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
814741,2019,Cần Thơ,Milano,Quick speed of service,Milano
392025,2018,Hải Phòng,Other 1,Comfortable and relaxing environment,Other 1
451860,2018,Hồ Chí Minh,Highlands Coffee,Good value for money,Highlands Coffee
843223,2019,Cần Thơ,Street,Quick speed of service,Street
445334,2018,Hồ Chí Minh,Trung Nguyên,Nice environment design,Trung Nguyên
415025,2018,Nha Trang,Other 1,Quick speed of service,Other 1
447251,2018,Hà Nội,Milano,"Good other beverages (other than coffee, tea & ice-blended)",Milano
836347,2019,Hồ Chí Minh,Other,Nice environment design,Other
741584,2019,Hồ Chí Minh,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
375194,2018,Đà Nẵng,Other 1,Good place for working / business meeting,Other 1
409685,2018,Đà Nẵng,Other 2,Trusted brand,Other 2
818279,2019,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
452588,2018,Hồ Chí Minh,Starbucks,Friendly staff,Starbucks
405667,2018,Hồ Chí Minh,Other 1,Clean,Other 1
440277,2018,Đà Nẵng,Highlands Coffee,Good tea taste,Highlands Coffee
138730,2017,Hà Nội,Trung Nguyên,Good place for relaxing,Trung Nguyên
374282,2018,Hải Phòng,Starbucks,Trusted brand,Starbucks
441362,2018,Đà Nẵng,Other 1,Good music,Other 1
818808,2019,Hồ Chí Minh,Viva Star,Good place for socializing with friends,Viva Star
826490,2019,Hồ Chí Minh,The Coffee House,Friendly staff,The Coffee House
834765,2019,Hồ Chí Minh,Trung Nguyên,Popular brand,Trung Nguyên
348226,2018,Cần Thơ,Other 3,Clean,Other 3
741281,2019,Hà Nội,Aha Cafe,Good ice-blended taste,Aha Cafe
747704,2019,Hồ Chí Minh,Other,Recommended by others,Other
839992,2019,Hồ Chí Minh,Street,Good place for socializing with family,Street
110157,2017,Hồ Chí Minh,Trung Nguyên,Clean,Trung Nguyên
834879,2019,Hồ Chí Minh,Highlands Coffee,Popular brand,Highlands Coffee
369862,2018,Hải Phòng,Highlands Coffee,Feel I belong here,Highlands Coffee
795086,2019,Nha Trang,Other,Comfortable and relaxing environment,Other
411795,2018,Hà Nội,Aha Cafe,Comfortable and relaxing environment,Aha Cafe
813860,2019,Nha Trang,Milano,Clean,Milano
137801,2017,Hải Phòng,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
730445,2019,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
438301,2018,Đà Nẵng,Other 1,Good place for socializing with friends,Other 1
779863,2019,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
360443,2018,Hà Nội,Cộng Cà Phê,Good place for relaxing,Cộng Cà Phê
831619,2019,Hồ Chí Minh,Highlands Coffee,Good music,Highlands Coffee
382694,2018,Hà Nội,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
411844,2018,Hà Nội,Other 1,Good value for money,Other 1
440424,2018,Hải Phòng,Highlands Coffee,Good value for money,Highlands Coffee
369377,2018,Hải Phòng,Other 1,Good value for money,Other 1
441456,2018,Nha Trang,Cộng Cà Phê,Nice environment design,Cộng Cà Phê
458088,2018,Hồ Chí Minh,Highlands Coffee,Trusted brand,Highlands Coffee
367324,2018,Đà Nẵng,Nia cafe,Good place for socializing with family,Nia cafe
450807,2018,Hà Nội,Aha Cafe,Good tea taste,Aha Cafe
796081,2019,Đà Nẵng,Highlands Coffee,Good place for socializing with family,Highlands Coffee
139960,2017,Hà Nội,Indepedent Cafe,Good value for money,Indepedent Cafe
730821,2019,Hải Phòng,Starbucks,"Good other beverages (other than coffee, tea & ice-blended)",Starbucks
399375,2018,Hồ Chí Minh,Highlands Coffee,Good place for relaxing,Highlands Coffee
112565,2017,Hải Phòng,Trung Nguyên,Good place for relaxing,Trung Nguyên
817924,2019,Cần Thơ,Other,Good place for socializing with family,Other
138716,2017,Hồ Chí Minh,Thức Coffee,High speed of internet,Thức Coffee
792797,2019,Hồ Chí Minh,Other,Good ice-blended taste,Other
108116,2017,Cần Thơ,Indepedent Cafe,Convenient location,Indepedent Cafe
832423,2019,Hồ Chí Minh,Phúc Long,Comfortable and relaxing environment,Phúc Long
381497,2018,Hà Nội,Street / Half street coffee (including carts),Friendly staff,Street / Half street coffee (including carts)
435235,2018,Hải Phòng,Other 2,Good place for socializing with family,Other 2
140397,2017,Hà Nội,Urban Station,Diversified menu,Urban Station
733730,2019,Hải Phòng,Milano,Popular brand,Milano
138746,2017,Hồ Chí Minh,Highlands Coffee,Quick speed of service,Highlands Coffee
138664,2017,Hà Nội,Highlands Coffee,Good music,Highlands Coffee
437769,2018,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
141294,2017,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
824734,2019,Hà Nội,Runam cafe,Good coffee taste,Runam cafe
411797,2018,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
458490,2018,Hồ Chí Minh,Milano,Good music,Milano
134371,2017,Hải Phòng,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
843391,2019,Cần Thơ,Highlands Coffee,Popular brand,Highlands Coffee
407598,2018,Hải Phòng,Trung Nguyên,Good place for socializing with friends,Trung Nguyên
439928,2018,Nha Trang,Other 2,Good place for socializing with friends,Other 2
805710,2019,Hồ Chí Minh,Phúc Long,Good tea taste,Phúc Long
816494,2019,Đà Nẵng,Other,Convenient location,Other
805746,2019,Hà Nội,Starbucks,Trusted brand,Starbucks
819919,2019,Hà Nội,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
803915,2019,Hà Nội,Cộng Cà Phê,High speed of internet,Cộng Cà Phê
826290,2019,Hà Nội,Passio,Clean,Passio
802412,2019,Hà Nội,Starbucks,Comfortable and relaxing environment,Starbucks
112441,2017,Hồ Chí Minh,The Coffee House,Friendly staff,The Coffee House
419358,2018,Hải Phòng,Other 1,Convenient location,Other 1
407596,2018,Hải Phòng,Other 2,"Good other beverages (other than coffee, tea & ice-blended)",Other 2
410249,2018,Cần Thơ,Other 2,Good place for working / business meeting,Other 2
823663,2019,Hà Nội,Trung Nguyên,Convenient location,Trung Nguyên
811683,2019,Hà Nội,Other,Quick speed of service,Other
118396,2017,Hà Nội,Starbucks,Good place for working / studying,Starbucks
139098,2017,Đà Nẵng,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
135489,2017,Cần Thơ,Gong Cha,Good value for money,Gong Cha
135004,2017,Hồ Chí Minh,Phúc Long,Good coffee taste,Phúc Long
109200,2017,Hà Nội,Milano,Recommended by others,Milano
138298,2017,Hồ Chí Minh,Gong Cha,Good tea taste,Gong Cha
736894,2019,Hà Nội,Highlands Coffee,Good value for money,Highlands Coffee
122254,2017,Hồ Chí Minh,KOI cafe,Trusted brand,KOI cafe
781899,2019,Hà Nội,Passio,Good place for socializing with friends,Passio
442854,2018,Nha Trang,Other 2,Popular brand,Other 2
140441,2017,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
371763,2018,Hồ Chí Minh,Other 1,Quick speed of service,Other 1
852572,2019,Đà Nẵng,Mộc Miên,Clean,Mộc Miên
734438,2019,Hà Nội,The Coffee House,Convenient location,The Coffee House
786912,2019,Hà Nội,Passio,Good place for studying,Passio
112222,2017,Hồ Chí Minh,Saigon Café,Good place for socializing,Saigon Café
445855,2018,Hà Nội,Other 1,Feel I belong here,Other 1
813923,2019,Hà Nội,Phúc Long,High speed of internet,Phúc Long
107619,2017,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
448260,2018,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
445756,2018,Hồ Chí Minh,Other 1,Friendly staff,Other 1
460404,2018,Đà Nẵng,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
789441,2019,Hà Nội,Phúc Long,Good place for socializing with colleagues,Phúc Long
124740,2017,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
812847,2019,Đà Nẵng,Highlands Coffee,Good music,Highlands Coffee
810823,2019,Hồ Chí Minh,Viva Star,Trusted brand,Viva Star
447753,2018,Hà Nội,Other 2,Feel I belong here,Other 2
365681,2018,Hồ Chí Minh,Other 1,Comfortable and relaxing environment,Other 1
812814,2019,Hải Phòng,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
798237,2019,Nha Trang,Highlands Coffee,Recommended by others,Highlands Coffee
786870,2019,Hà Nội,Trung Nguyên,Good coffee taste,Trung Nguyên
804497,2019,Nha Trang,Highlands Coffee,Nice environment design,Highlands Coffee
778066,2019,Đà Nẵng,Trung Nguyên,Recommended by others,Trung Nguyên
801199,2019,Đà Nẵng,Highlands Coffee,Popular brand,Highlands Coffee
425022,2018,Nha Trang,Other 3,"Good other beverages (other than coffee, tea & ice-blended)",Other 3
435040,2018,Hà Nội,Highlands Coffee,Friendly staff,Highlands Coffee
120124,2017,Hồ Chí Minh,Highlands Coffee,High speed of internet,Highlands Coffee
802702,2019,Hà Nội,Starbucks,Good tea taste,Starbucks
826614,2019,Hồ Chí Minh,Street,Comfortable and relaxing environment,Street
438997,2018,Hà Nội,Urban Station,Comfortable and relaxing environment,Urban Station
813952,2019,Nha Trang,Milano,Good coffee taste,Milano
138666,2017,Hà Nội,Trung Nguyên,Good coffee taste,Trung Nguyên
836048,2019,Cần Thơ,Other,Good coffee taste,Other
825143,2019,Hải Phòng,Other,Good value for money,Other
800989,2019,Đà Nẵng,Milano,High speed of internet,Milano
850174,2019,Hồ Chí Minh,Street,Quick speed of service,Street
362008,2018,Cần Thơ,Street / Half street coffee (including carts),Good music,Street / Half street coffee (including carts)
457718,2018,Hồ Chí Minh,Milano,Good place for socializing with family,Milano
398812,2018,Hồ Chí Minh,Passio,Friendly staff,Passio
837211,2019,Hồ Chí Minh,Highlands Coffee,Good place for socializing with family,Highlands Coffee
124202,2017,Hồ Chí Minh,Indepedent Cafe,Trusted brand,Indepedent Cafe
95913,2017,Hồ Chí Minh,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
